Epoch No	LR            	Loss          	CNN PSNR  	CNN SSIM  
      84	1.00000000e-04	2.53387091e-03	28.34022647	0.90274039
      85	1.00000000e-04	2.52753500e-03	28.35375585	0.90329196
      86	1.00000000e-04	2.53079362e-03	28.35030313	0.90276457
      87	1.00000000e-04	2.52677819e-03	28.33360097	0.90285698
      88	1.00000000e-04	2.52701271e-03	28.35451705	0.90293341
      89	1.00000000e-04	2.52545825e-03	28.29441038	0.90320425
      90	1.00000000e-04	2.52625062e-03	28.35268006	0.90352408
      91	1.00000000e-04	2.52386673e-03	28.29592564	0.90202215
      92	1.00000000e-04	2.52548030e-03	28.37722710	0.90346537
      93	1.00000000e-04	2.52254764e-03	28.34795861	0.90322195
      94	1.00000000e-04	2.52518533e-03	28.37777919	0.90355209
      95	1.00000000e-04	2.52085203e-03	28.34645892	0.90319552
      96	1.00000000e-04	2.51827912e-03	28.31346585	0.90273026
      97	1.00000000e-04	2.52203361e-03	28.35883512	0.90337622
      98	1.00000000e-04	2.51976243e-03	28.36257520	0.90305508
      99	1.00000000e-04	2.51643518e-03	28.34397246	0.90277776
     100	1.00000000e-04	2.51956691e-03	28.28326107	0.90201037
     101	1.00000000e-04	2.51994870e-03	28.35406959	0.90325381
     102	1.00000000e-04	2.51852588e-03	28.36340339	0.90341633
     103	1.00000000e-04	2.51789189e-03	28.36355202	0.90337704
     104	1.00000000e-04	2.51953773e-03	28.35296373	0.90293205
     105	1.00000000e-04	2.51556697e-03	28.34863069	0.90299786
     106	1.00000000e-04	2.51831576e-03	28.33671125	0.90268872
     107	1.00000000e-04	2.51324764e-03	28.34997092	0.90341896
     108	1.00000000e-04	2.51426576e-03	28.33332954	0.90289698
     109	1.00000000e-04	2.50979168e-03	28.38199997	0.90385493
     110	1.00000000e-04	2.50809056e-03	28.30536662	0.90245259
     111	1.00000000e-04	2.51261704e-03	28.33739464	0.90247283
     112	1.00000000e-04	2.51280777e-03	28.37746454	0.90383360
     113	1.00000000e-04	2.51364791e-03	28.34380014	0.90334182
     114	1.00000000e-04	2.51211128e-03	28.36474613	0.90332900
     115	1.00000000e-04	2.51106255e-03	28.24331924	0.90368448
     116	1.00000000e-04	2.50782760e-03	28.32411818	0.90251579
     117	1.00000000e-04	2.50876876e-03	28.36066148	0.90347013
     118	1.00000000e-04	2.50758314e-03	28.35597739	0.90343676
     119	1.00000000e-04	2.50563074e-03	28.31685922	0.90225220
     120	1.00000000e-04	2.50395793e-03	28.36955272	0.90351594
     121	1.00000000e-04	2.50519735e-03	28.27973802	0.90190847
     122	1.00000000e-04	2.50770570e-03	28.34129100	0.90273569
     123	1.00000000e-04	2.50253018e-03	28.36788122	0.90389056
     124	1.00000000e-04	2.50231704e-03	28.36350458	0.90326831
     125	1.00000000e-04	2.50368129e-03	28.39242582	0.90440561
     126	1.00000000e-04	2.50274734e-03	28.35606760	0.90337969
     127	1.00000000e-04	2.49989023e-03	28.36890725	0.90353809
     128	1.00000000e-04	2.50289561e-03	28.35468941	0.90301592
     129	1.00000000e-04	2.49995995e-03	28.36272053	0.90331321
     130	1.00000000e-04	2.49785485e-03	28.34151889	0.90287276
     131	1.00000000e-04	2.49896935e-03	28.37272594	0.90351961
     132	1.00000000e-04	2.49793294e-03	28.34512274	0.90303385
     133	1.00000000e-04	2.49817503e-03	28.26432563	0.90185056
     134	1.00000000e-04	2.50312694e-03	28.34893253	0.90351678
     135	1.00000000e-04	2.50084650e-03	28.26062983	0.90239811
     136	1.00000000e-04	2.49927893e-03	28.36832206	0.90388439
     137	1.00000000e-04	2.49664837e-03	28.34179326	0.90259899
     138	1.00000000e-04	2.49530002e-03	28.33753961	0.90310029
     139	1.00000000e-04	2.49565796e-03	28.36291934	0.90378181
     140	1.00000000e-04	2.49428554e-03	28.35990000	0.90298589
     141	1.00000000e-04	2.49597943e-03	28.36868564	0.90357541
     142	1.00000000e-04	2.49082753e-03	28.37708036	0.90388523
     143	1.00000000e-04	2.49420477e-03	28.37206415	0.90322303
     144	1.00000000e-04	2.49378859e-03	28.30079415	0.90395861
     145	1.00000000e-04	2.49325862e-03	28.31058265	0.90240673
     146	1.00000000e-04	2.49579003e-03	28.37607181	0.90366415
     147	1.00000000e-04	2.49250971e-03	28.37716703	0.90395560
     148	1.00000000e-04	2.48944859e-03	28.31491977	0.90222711
     149	1.00000000e-04	2.49111322e-03	28.34125411	0.90339624
     150	1.00000000e-04	2.49265854e-03	28.35156475	0.90303961
     151	1.00000000e-04	2.48714459e-03	28.32779247	0.90359747
     152	1.00000000e-04	2.48946496e-03	28.34270752	0.90377209
     153	1.00000000e-04	2.49221975e-03	28.32959739	0.90270044
     154	1.00000000e-04	2.49180653e-03	28.37684378	0.90415389
     155	1.00000000e-04	2.49085286e-03	28.30221608	0.90370385
     156	1.00000000e-04	2.48978277e-03	28.34362439	0.90333052
     157	1.00000000e-04	2.49157524e-03	28.37499568	0.90369988
     158	1.00000000e-04	2.48679189e-03	28.36717080	0.90344908
     159	1.00000000e-04	2.48738299e-03	28.38120730	0.90414178
     160	1.00000000e-04	2.48323722e-03	28.36224304	0.90332584
     161	1.00000000e-04	2.47856499e-03	28.35079441	0.90322453
     162	1.00000000e-04	2.48584026e-03	28.38415385	0.90386275
     163	1.00000000e-04	2.48489170e-03	28.36989347	0.90379645
     164	1.00000000e-04	2.48079566e-03	28.34152254	0.90351600
     165	1.00000000e-04	2.48119793e-03	28.33732229	0.90289263
     166	1.00000000e-04	2.48285084e-03	28.34507610	0.90311608
     167	1.00000000e-04	2.48014530e-03	28.35263348	0.90387526
     168	1.00000000e-04	2.48311259e-03	28.36308323	0.90365649
     169	1.00000000e-04	2.48538838e-03	28.35013845	0.90339036
     170	1.00000000e-04	2.48581543e-03	28.29511462	0.90277672
     171	1.00000000e-04	2.48335404e-03	28.39898255	0.90433947
     172	1.00000000e-04	2.48115923e-03	28.36290448	0.90332234
     173	1.00000000e-04	2.48057646e-03	28.38066852	0.90385372
     174	1.00000000e-04	2.48161844e-03	28.35263597	0.90406565
     175	1.00000000e-04	2.47576922e-03	28.37958013	0.90385897
     176	1.00000000e-04	2.48109371e-03	28.38645299	0.90417819
     177	1.00000000e-04	2.47933895e-03	28.32944878	0.90379130
     178	1.00000000e-04	2.47636486e-03	28.34113361	0.90372056
     179	1.00000000e-04	2.48061950e-03	28.39629176	0.90419719
     180	1.00000000e-04	2.47619699e-03	28.34463554	0.90315603
     181	1.00000000e-04	2.47765199e-03	28.37185664	0.90403511
     182	1.00000000e-04	2.47698239e-03	28.38614700	0.90423200
     183	1.00000000e-04	2.47564137e-03	28.34020169	0.90326733
     184	1.00000000e-04	2.47747170e-03	28.37551254	0.90383661
     185	1.00000000e-04	2.47683811e-03	28.37671304	0.90409460
     186	1.00000000e-04	2.47572897e-03	28.37734412	0.90386234
     187	1.00000000e-04	2.47675109e-03	28.36245783	0.90364011
     188	1.00000000e-04	2.46989542e-03	28.33752168	0.90353421
     189	1.00000000e-04	2.47444037e-03	28.36287715	0.90368313
     190	1.00000000e-04	2.47651854e-03	28.32473368	0.90282782
     191	1.00000000e-04	2.47641624e-03	28.37973235	0.90369235
     192	1.00000000e-04	2.47138459e-03	28.38040795	0.90345051
     193	1.00000000e-04	2.47085475e-03	28.36431695	0.90346168
     194	1.00000000e-04	2.47433982e-03	28.38776205	0.90409030
     195	1.00000000e-04	2.47332777e-03	28.32875444	0.90330011
     196	1.00000000e-04	2.47045830e-03	28.37658267	0.90370969
     197	1.00000000e-04	2.47102888e-03	28.35865528	0.90352727
     198	1.00000000e-04	2.47359095e-03	28.37074657	0.90363803
     199	1.00000000e-04	2.46838791e-03	28.34437709	0.90414824
     200	1.00000000e-04	2.47156712e-03	28.32564212	0.90311765
     201	1.00000000e-04	2.47013200e-03	28.36189531	0.90352795
     202	1.00000000e-04	2.46652494e-03	28.37323041	0.90397195
     203	1.00000000e-04	2.46747754e-03	28.29192028	0.90239851
     204	1.00000000e-04	2.46961607e-03	28.34739012	0.90321623
     205	1.00000000e-04	2.46618702e-03	28.33889981	0.90394177
     206	1.00000000e-04	2.46689986e-03	28.33728855	0.90302239
     207	1.00000000e-04	2.47220528e-03	28.34978247	0.90356777
     208	1.00000000e-04	2.46841116e-03	28.36007868	0.90349155
     209	1.00000000e-04	2.46798270e-03	28.37569692	0.90411675
     210	1.00000000e-04	2.46741882e-03	28.37296354	0.90373699
     211	1.00000000e-04	2.46621464e-03	28.33657754	0.90352865
     212	1.00000000e-04	2.46023685e-03	28.30210618	0.90266288
     213	1.00000000e-04	2.46789718e-03	28.38359311	0.90387506
     214	1.00000000e-04	2.46156208e-03	28.29225594	0.90331290
     215	1.00000000e-04	2.46358865e-03	28.37892120	0.90370195
     216	1.00000000e-04	2.46262838e-03	28.37306418	0.90353218
     217	1.00000000e-04	2.46578267e-03	28.39251013	0.90437733
     218	1.00000000e-04	2.46202669e-03	28.36763707	0.90346427
     219	1.00000000e-04	2.46305776e-03	28.38904050	0.90402567
     220	1.00000000e-04	2.46393799e-03	28.29438560	0.90368256
     221	1.00000000e-04	2.46143789e-03	28.30427451	0.90311028
     222	1.00000000e-04	2.46095763e-03	28.38297693	0.90408807
     223	1.00000000e-04	2.45988146e-03	28.35707803	0.90315366
     224	1.00000000e-04	2.46432810e-03	28.37303217	0.90354179
     225	1.00000000e-04	2.45974412e-03	28.37009999	0.90388763
     226	1.00000000e-04	2.45793037e-03	28.35575814	0.90378062
     227	1.00000000e-04	2.45961110e-03	28.38756102	0.90406449
     228	1.00000000e-04	2.46163373e-03	28.36351148	0.90387970
     229	1.00000000e-04	2.46082973e-03	28.31880570	0.90212104
     230	1.00000000e-04	2.45825642e-03	28.36084904	0.90333850
     231	1.00000000e-04	2.45650994e-03	28.34880969	0.90375325
     232	1.00000000e-04	2.45919593e-03	28.35018997	0.90391602
     233	1.00000000e-04	2.45952654e-03	28.37160766	0.90382578
     234	1.00000000e-04	2.45916385e-03	28.38118293	0.90376996
     235	1.00000000e-04	2.45761407e-03	28.37406428	0.90361033
     236	1.00000000e-04	2.46284029e-03	28.34935951	0.90317355
     237	1.00000000e-04	2.45826185e-03	28.35373800	0.90365810
     238	1.00000000e-04	2.46094852e-03	28.36300081	0.90367664
     239	1.00000000e-04	2.45257642e-03	28.38145906	0.90418404
     240	1.00000000e-04	2.45780826e-03	28.35368874	0.90341854
     241	1.00000000e-04	2.45784951e-03	28.37932244	0.90397867
     242	1.00000000e-04	2.45900122e-03	28.37771865	0.90393315
     243	1.00000000e-04	2.45713442e-03	28.39748754	0.90435519
     244	1.00000000e-04	2.45725199e-03	28.34566622	0.90317000
     245	1.00000000e-04	2.45140712e-03	28.36768541	0.90405880
     246	1.00000000e-04	2.45183601e-03	28.38742369	0.90387480
     247	1.00000000e-04	2.45478782e-03	28.39119453	0.90361530
     248	1.00000000e-04	2.45370650e-03	28.37725293	0.90424488
     249	1.00000000e-04	2.45096282e-03	28.37294628	0.90352481
     250	1.00000000e-04	2.45395212e-03	28.37680350	0.90431167
     251	1.00000000e-04	2.44930955e-03	28.38138858	0.90403830
     252	1.00000000e-04	2.45584610e-03	28.31498282	0.90259312
     253	1.00000000e-04	2.45317636e-03	28.33338800	0.90380407
     254	1.00000000e-04	2.45017210e-03	28.36758545	0.90403269
     255	1.00000000e-04	2.45340911e-03	28.37443601	0.90387273
     256	1.00000000e-04	2.45351923e-03	28.37524235	0.90369657
     257	1.00000000e-04	2.45175625e-03	28.37792695	0.90379091
     258	1.00000000e-04	2.45153677e-03	28.37022440	0.90352697
     259	1.00000000e-04	2.44928084e-03	28.37791896	0.90382844
     260	1.00000000e-04	2.44760866e-03	28.38154176	0.90400979
     261	1.00000000e-04	2.45233617e-03	28.37037408	0.90392200
     262	1.00000000e-04	2.45121527e-03	28.38937555	0.90442765
     263	1.00000000e-04	2.44795179e-03	28.37179246	0.90374100
     264	1.00000000e-04	2.45066864e-03	28.36440101	0.90308988
     265	1.00000000e-04	2.44931618e-03	28.37739532	0.90405489
     266	1.00000000e-04	2.44944985e-03	28.40339451	0.90427897
     267	1.00000000e-04	2.44859885e-03	28.32582068	0.90259884
     268	1.00000000e-04	2.44902429e-03	28.37034442	0.90378309
     269	1.00000000e-04	2.44617009e-03	28.33557862	0.90251157
     270	1.00000000e-04	2.44834932e-03	28.31405351	0.90252761
     271	1.00000000e-04	2.44957092e-03	28.38088796	0.90410303
     272	1.00000000e-04	2.44708987e-03	28.38097948	0.90385677
     273	1.00000000e-04	2.44926919e-03	28.36030184	0.90368804
     274	1.00000000e-04	2.44841065e-03	28.35675394	0.90348099
     275	1.00000000e-04	2.44636620e-03	28.38457021	0.90426994
     276	1.00000000e-04	2.44751462e-03	28.36797770	0.90388536
     277	1.00000000e-04	2.44305374e-03	28.34534123	0.90402663
     278	1.00000000e-04	2.44758936e-03	28.34354583	0.90410663
     279	1.00000000e-04	2.44659040e-03	28.38101216	0.90420984
     280	1.00000000e-04	2.44268517e-03	28.35550545	0.90372886
     281	1.00000000e-04	2.44517921e-03	28.35794667	0.90340814
     282	1.00000000e-04	2.44559337e-03	28.37778255	0.90385652
     283	1.00000000e-04	2.44477326e-03	28.40129003	0.90445515
     284	1.00000000e-04	2.44413415e-03	28.35732772	0.90351613
     285	1.00000000e-04	2.44432311e-03	28.32855910	0.90315274
     286	1.00000000e-04	2.44750965e-03	28.38300444	0.90396798
     287	1.00000000e-04	2.44150944e-03	28.35103136	0.90304141
     288	1.00000000e-04	2.44631338e-03	28.40194441	0.90426247
     289	1.00000000e-04	2.44387042e-03	28.36952076	0.90372909
     290	1.00000000e-04	2.44332816e-03	28.37062751	0.90389216
     291	1.00000000e-04	2.44331038e-03	28.37147080	0.90368437
     292	1.00000000e-04	2.44315257e-03	28.34294330	0.90429548
     293	1.00000000e-04	2.44373354e-03	28.32570741	0.90348029
     294	1.00000000e-04	2.44166360e-03	28.37945280	0.90360603
     295	1.00000000e-04	2.44074129e-03	28.37545924	0.90407853
     296	1.00000000e-04	2.43759159e-03	28.33887755	0.90373031
     297	1.00000000e-04	2.44184872e-03	28.38675875	0.90377494
     298	1.00000000e-04	2.43857579e-03	28.37319252	0.90392267
     299	1.00000000e-04	2.44085231e-03	28.35715716	0.90432952
     300	1.00000000e-05	2.42370455e-03	28.38758114	0.90390605
     301	1.00000000e-05	2.42328824e-03	28.40184192	0.90426008
     302	1.00000000e-05	2.42351887e-03	28.40113243	0.90425584
     303	1.00000000e-05	2.42630591e-03	28.39364416	0.90427393
     304	1.00000000e-05	2.42463802e-03	28.39494031	0.90410985
     305	1.00000000e-05	2.42577716e-03	28.40314127	0.90431783
     306	1.00000000e-05	2.42241407e-03	28.39472910	0.90430172
     307	1.00000000e-05	2.42341799e-03	28.38332812	0.90395795
     308	1.00000000e-05	2.42580262e-03	28.38918371	0.90401589
     309	1.00000000e-05	2.42622696e-03	28.40169261	0.90436793
     310	1.00000000e-05	2.42521590e-03	28.39381417	0.90426566
     311	1.00000000e-05	2.42551918e-03	28.38888917	0.90396990
     312	1.00000000e-05	2.42634778e-03	28.40200671	0.90431972
     313	1.00000000e-05	2.42623231e-03	28.37681317	0.90372687
     314	1.00000000e-05	2.42801790e-03	28.39315851	0.90413043
     315	1.00000000e-05	2.42677175e-03	28.38659687	0.90377326
     316	1.00000000e-05	2.42704753e-03	28.39729257	0.90414603
     317	1.00000000e-05	2.42618246e-03	28.39587158	0.90411796
     318	1.00000000e-05	2.42716973e-03	28.38882462	0.90413597
     319	1.00000000e-05	2.42599238e-03	28.38963924	0.90408906
     320	1.00000000e-05	2.42418487e-03	28.38306761	0.90396412
     321	1.00000000e-05	2.42447464e-03	28.40331149	0.90423691
     322	1.00000000e-05	2.41999140e-03	28.40172283	0.90435787
     323	1.00000000e-05	2.42173992e-03	28.39267294	0.90407311
     324	1.00000000e-05	2.42490796e-03	28.38882232	0.90396267
     325	1.00000000e-05	2.42450745e-03	28.39833597	0.90429688
     326	1.00000000e-05	2.41936798e-03	28.38838286	0.90399145
     327	1.00000000e-05	2.42365590e-03	28.38592840	0.90400382
     328	1.00000000e-05	2.42600166e-03	28.38967449	0.90404581
     329	1.00000000e-05	2.42250046e-03	28.40064130	0.90432301
     330	1.00000000e-05	2.42164602e-03	28.40185646	0.90434210
     331	1.00000000e-05	2.42584972e-03	28.39164064	0.90410969
     332	1.00000000e-05	2.42176252e-03	28.39802093	0.90415427
     333	1.00000000e-05	2.42181489e-03	28.39841087	0.90429575
     334	1.00000000e-05	2.42402785e-03	28.39251361	0.90409747
     335	1.00000000e-05	2.42182187e-03	28.39660796	0.90422807
     336	1.00000000e-05	2.42256757e-03	28.39581233	0.90419796
     337	1.00000000e-05	2.42256582e-03	28.39146460	0.90409125
     338	1.00000000e-05	2.42369699e-03	28.39543954	0.90412859
     339	1.00000000e-05	2.42225886e-03	28.39481186	0.90412149
     340	1.00000000e-05	2.42199273e-03	28.39882944	0.90425968
     341	1.00000000e-05	2.42287901e-03	28.38436833	0.90388948
     342	1.00000000e-05	2.42578657e-03	28.40596308	0.90438886
     343	1.00000000e-05	2.42235986e-03	28.37712317	0.90368124
     344	1.00000000e-05	2.42414385e-03	28.39687976	0.90435973
     345	1.00000000e-05	2.42215897e-03	28.38318276	0.90379736
     346	1.00000000e-05	2.42316978e-03	28.40268093	0.90434192
     347	1.00000000e-05	2.42269046e-03	28.39013380	0.90411667
     348	1.00000000e-05	2.42301765e-03	28.38160947	0.90378446
     349	1.00000000e-05	2.42315368e-03	28.39445725	0.90438924
     350	1.00000000e-05	2.42601426e-03	28.37849157	0.90395001
     351	1.00000000e-05	2.42000657e-03	28.39362354	0.90417195
     352	1.00000000e-05	2.41947470e-03	28.37958723	0.90382625
     353	1.00000000e-05	2.42376845e-03	28.39163509	0.90401586
     354	1.00000000e-05	2.41851107e-03	28.38977538	0.90403853
     355	1.00000000e-05	2.42222064e-03	28.39054570	0.90395094
     356	1.00000000e-05	2.42179246e-03	28.38186155	0.90401980
     357	1.00000000e-05	2.42192305e-03	28.39345018	0.90415777
     358	1.00000000e-05	2.42230152e-03	28.38591995	0.90404459
     359	1.00000000e-05	2.42253077e-03	28.39078659	0.90396322
     360	1.00000000e-05	2.42264216e-03	28.39573371	0.90412753
     361	1.00000000e-05	2.42126565e-03	28.39465075	0.90430631
     362	1.00000000e-05	2.42535054e-03	28.39263365	0.90413478
     363	1.00000000e-05	2.41856474e-03	28.38834794	0.90400315
     364	1.00000000e-05	2.42292360e-03	28.38829379	0.90397693
     365	1.00000000e-05	2.42187591e-03	28.38119390	0.90381729
     366	1.00000000e-05	2.42463144e-03	28.38397423	0.90403456
     367	1.00000000e-05	2.41917704e-03	28.37253929	0.90387532
     368	1.00000000e-05	2.42024731e-03	28.39783056	0.90427369
     369	1.00000000e-05	2.42288622e-03	28.39787522	0.90415198
     370	1.00000000e-05	2.42402795e-03	28.39175545	0.90405659
     371	1.00000000e-05	2.42231371e-03	28.39319567	0.90414362
     372	1.00000000e-05	2.42284845e-03	28.39051498	0.90398642
     373	1.00000000e-05	2.42386531e-03	28.36693697	0.90348251
     374	1.00000000e-05	2.42136628e-03	28.39734255	0.90413194
     375	1.00000000e-05	2.42095481e-03	28.37604343	0.90364400
     376	1.00000000e-05	2.42118082e-03	28.39124346	0.90410289
     377	1.00000000e-05	2.41975709e-03	28.39563522	0.90412759
     378	1.00000000e-05	2.41782679e-03	28.37779371	0.90380373
     379	1.00000000e-05	2.41976080e-03	28.39617238	0.90423647
     380	1.00000000e-05	2.42190074e-03	28.39515244	0.90418673
     381	1.00000000e-05	2.42211862e-03	28.39505344	0.90408387
     382	1.00000000e-05	2.42237145e-03	28.37497792	0.90365871
     383	1.00000000e-05	2.41873824e-03	28.38699852	0.90391322
     384	1.00000000e-05	2.42096023e-03	28.39701332	0.90411517
     385	1.00000000e-05	2.42178527e-03	28.38650690	0.90389387
     386	1.00000000e-05	2.41959227e-03	28.39088146	0.90402799
     387	1.00000000e-05	2.41909382e-03	28.38612857	0.90394750
     388	1.00000000e-05	2.41663387e-03	28.39374276	0.90418600
     389	1.00000000e-05	2.42158408e-03	28.38237212	0.90390447
     390	1.00000000e-05	2.42066489e-03	28.39551051	0.90429281
     391	1.00000000e-05	2.42257181e-03	28.39602535	0.90424227
     392	1.00000000e-05	2.42163319e-03	28.39328961	0.90404142
     393	1.00000000e-05	2.42151636e-03	28.39184870	0.90413095
     394	1.00000000e-05	2.41715942e-03	28.38296472	0.90396226
     395	1.00000000e-05	2.42064093e-03	28.39273036	0.90415757
     396	1.00000000e-05	2.42150694e-03	28.38138936	0.90385384
     397	1.00000000e-05	2.41856651e-03	28.39225077	0.90409302
     398	1.00000000e-05	2.42102922e-03	28.38417200	0.90401351
     399	1.00000000e-05	2.42031433e-03	28.37858671	0.90378642
Best Epoch:342 with PSNR: 28.4060
