Epoch No	LR            	Loss          	CNN PSNR  	CNN SSIM  
     110	1.00000000e-04	1.74443414e-03	31.05348479	0.94377695
     111	1.00000000e-04	1.74306502e-03	31.08296107	0.94421879
     112	1.00000000e-04	1.74119299e-03	31.11711873	0.94462601
     113	1.00000000e-04	1.74219398e-03	31.14586567	0.94505504
     114	1.00000000e-04	1.74189447e-03	31.10519723	0.94415276
     115	1.00000000e-04	1.74226308e-03	31.12929089	0.94461904
     116	1.00000000e-04	1.74057614e-03	31.09571979	0.94414494
     117	1.00000000e-04	1.73969808e-03	31.06460241	0.94383431
     118	1.00000000e-04	1.73874964e-03	31.12247484	0.94451521
     119	1.00000000e-04	1.73881411e-03	31.12476344	0.94455684
     120	1.00000000e-04	1.73744794e-03	31.14719654	0.94494079
     121	1.00000000e-04	1.73838716e-03	31.10639237	0.94417485
     122	1.00000000e-04	1.73830303e-03	31.12752075	0.94506089
     123	1.00000000e-04	1.73703828e-03	31.12399725	0.94487719
     124	1.00000000e-04	1.73676804e-03	31.12097498	0.94456163
     125	1.00000000e-04	1.73786675e-03	31.13069625	0.94466205
     126	1.00000000e-04	1.73552450e-03	31.13509169	0.94495324
     127	1.00000000e-04	1.73530303e-03	31.14814499	0.94502300
     128	1.00000000e-04	1.73438746e-03	31.10498051	0.94441384
     129	1.00000000e-04	1.73427802e-03	31.15581459	0.94498522
     130	1.00000000e-04	1.73537872e-03	31.12967617	0.94493251
     131	1.00000000e-04	1.73185858e-03	31.15804822	0.94516432
     132	1.00000000e-04	1.73304485e-03	31.07575317	0.94389433
     133	1.00000000e-04	1.73170790e-03	31.09222148	0.94416286
     134	1.00000000e-04	1.73168827e-03	31.11535266	0.94501044
     135	1.00000000e-04	1.73062342e-03	31.14636724	0.94505411
     136	1.00000000e-04	1.73083164e-03	31.15117138	0.94507078
     137	1.00000000e-04	1.73039038e-03	31.13873539	0.94511276
     138	1.00000000e-04	1.72896146e-03	31.11692410	0.94515297
     139	1.00000000e-04	1.72896174e-03	31.12373400	0.94520242
     140	1.00000000e-04	1.72881583e-03	31.15691993	0.94520908
     141	1.00000000e-04	1.72840948e-03	31.10722537	0.94494383
     142	1.00000000e-04	1.72833712e-03	31.15473895	0.94482786
     143	1.00000000e-04	1.72786901e-03	30.96721560	0.94423492
     144	1.00000000e-04	1.72601655e-03	31.05407039	0.94491428
     145	1.00000000e-04	1.72636377e-03	31.10231395	0.94470829
     146	1.00000000e-04	1.72630148e-03	31.13091889	0.94505813
     147	1.00000000e-04	1.72426646e-03	31.16792782	0.94529407
     148	1.00000000e-04	1.72455352e-03	31.08418281	0.94410306
     149	1.00000000e-04	1.72386572e-03	31.10939526	0.94430869
     150	1.00000000e-04	1.72448769e-03	31.10741100	0.94461445
     151	1.00000000e-04	1.72241708e-03	31.06234670	0.94391086
     152	1.00000000e-04	1.72240353e-03	31.17854746	0.94523881
     153	1.00000000e-04	1.72349446e-03	31.14930856	0.94493653
     154	1.00000000e-04	1.72169870e-03	31.15413495	0.94521064
     155	1.00000000e-04	1.72223768e-03	31.14003398	0.94522573
     156	1.00000000e-04	1.72191474e-03	31.11237902	0.94467694
     157	1.00000000e-04	1.72143215e-03	31.14670986	0.94498595
     158	1.00000000e-04	1.72079579e-03	31.13248862	0.94483660
     159	1.00000000e-04	1.71946797e-03	31.14175583	0.94462168
     160	1.00000000e-04	1.71964937e-03	31.16613157	0.94522174
     161	1.00000000e-04	1.71978210e-03	31.07126515	0.94409607
     162	1.00000000e-04	1.71862834e-03	31.16357694	0.94526656
     163	1.00000000e-04	1.71917049e-03	31.12380636	0.94454160
     164	1.00000000e-04	1.71800995e-03	31.09301338	0.94424638
     165	1.00000000e-04	1.71714198e-03	31.14921666	0.94509690
     166	1.00000000e-04	1.71602354e-03	31.14927157	0.94480418
     167	1.00000000e-04	1.71737365e-03	31.11145386	0.94497141
     168	1.00000000e-04	1.71678669e-03	31.08728841	0.94483747
     169	1.00000000e-04	1.71604636e-03	31.13455937	0.94513191
     170	1.00000000e-04	1.71643913e-03	31.14003376	0.94484984
     171	1.00000000e-04	1.71558230e-03	31.17181577	0.94532081
     172	1.00000000e-04	1.71512586e-03	31.13357015	0.94530012
     173	1.00000000e-04	1.71448830e-03	31.05948820	0.94424181
     174	1.00000000e-04	1.71425027e-03	31.11675645	0.94516977
     175	1.00000000e-04	1.71378189e-03	31.13277480	0.94533304
     176	1.00000000e-04	1.71390508e-03	31.08893699	0.94509982
     177	1.00000000e-04	1.71344307e-03	31.15213384	0.94536899
     178	1.00000000e-04	1.71319401e-03	31.13865368	0.94514750
     179	1.00000000e-04	1.71226476e-03	31.03498221	0.94434037
     180	1.00000000e-04	1.71172579e-03	31.12006248	0.94474743
     181	1.00000000e-04	1.71299275e-03	31.12320908	0.94481192
     182	1.00000000e-04	1.71245472e-03	31.13640689	0.94500546
     183	1.00000000e-04	1.71141029e-03	31.17299813	0.94532340
     184	1.00000000e-04	1.71052696e-03	31.15578962	0.94525151
     185	1.00000000e-04	1.71161596e-03	31.11699561	0.94515319
     186	1.00000000e-04	1.70975188e-03	31.13208755	0.94525100
     187	1.00000000e-04	1.70960944e-03	31.13060294	0.94506658
     188	1.00000000e-04	1.70859658e-03	31.14685665	0.94554714
     189	1.00000000e-04	1.71035450e-03	31.19288371	0.94544271
     190	1.00000000e-04	1.70994417e-03	31.07289583	0.94444216
     191	1.00000000e-04	1.70863734e-03	31.09265648	0.94470617
     192	1.00000000e-04	1.70744682e-03	31.08672792	0.94438357
     193	1.00000000e-04	1.70776304e-03	31.11555168	0.94470820
     194	1.00000000e-04	1.70840555e-03	31.14390358	0.94571305
     195	1.00000000e-04	1.70674113e-03	31.16571398	0.94526395
     196	1.00000000e-04	1.70743760e-03	31.18455205	0.94522712
     197	1.00000000e-04	1.70617037e-03	31.14483142	0.94526087
     198	1.00000000e-04	1.70620794e-03	31.09785632	0.94422105
     199	1.00000000e-04	1.70543544e-03	31.12229660	0.94516228
     200	1.00000000e-04	1.70637004e-03	31.13100703	0.94504128
     201	1.00000000e-04	1.70543532e-03	31.16069392	0.94531894
     202	1.00000000e-04	1.70419041e-03	31.14035309	0.94466038
     203	1.00000000e-04	1.70526768e-03	31.12912956	0.94488117
     204	1.00000000e-04	1.70559257e-03	31.18151266	0.94555893
     205	1.00000000e-04	1.70428708e-03	31.17755344	0.94582215
     206	1.00000000e-04	1.70319569e-03	31.12462560	0.94500264
     207	1.00000000e-04	1.70329594e-03	31.17994127	0.94522762
     208	1.00000000e-04	1.70306857e-03	31.12117947	0.94465891
     209	1.00000000e-04	1.70295182e-03	31.11479371	0.94537452
     210	1.00000000e-04	1.70292046e-03	31.14670930	0.94522466
     211	1.00000000e-04	1.70229466e-03	31.16318283	0.94541696
     212	1.00000000e-04	1.70236130e-03	31.14534479	0.94537055
     213	1.00000000e-04	1.70172656e-03	31.13742057	0.94505396
     214	1.00000000e-04	1.70183940e-03	31.17743963	0.94542827
     215	1.00000000e-04	1.70087781e-03	31.12266976	0.94479010
     216	1.00000000e-04	1.70199524e-03	31.09387341	0.94519232
     217	1.00000000e-04	1.70125114e-03	31.14654726	0.94535995
     218	1.00000000e-04	1.70078093e-03	31.10062302	0.94516204
     219	1.00000000e-04	1.70037019e-03	31.12790616	0.94479781
     220	1.00000000e-04	1.69973769e-03	31.14864837	0.94537291
     221	1.00000000e-04	1.69939262e-03	31.10686164	0.94539968
     222	1.00000000e-04	1.69860575e-03	31.16579596	0.94557129
     223	1.00000000e-04	1.69880549e-03	31.07729225	0.94531196
     224	1.00000000e-04	1.69905408e-03	31.14087530	0.94488993
     225	1.00000000e-04	1.69894610e-03	31.16969445	0.94523867
     226	1.00000000e-04	1.69794148e-03	31.16460245	0.94548920
     227	1.00000000e-04	1.69792567e-03	31.14814383	0.94499685
     228	1.00000000e-04	1.69767719e-03	31.13870387	0.94511030
     229	1.00000000e-04	1.69811239e-03	31.15800333	0.94493210
     230	1.00000000e-04	1.69709439e-03	31.16280482	0.94512475
     231	1.00000000e-04	1.69780336e-03	31.11742162	0.94482440
     232	1.00000000e-04	1.69668766e-03	31.11582809	0.94469259
     233	1.00000000e-04	1.69642972e-03	31.15415499	0.94517314
     234	1.00000000e-04	1.69591464e-03	31.16196999	0.94520451
     235	1.00000000e-04	1.69515178e-03	31.12949974	0.94477292
     236	1.00000000e-04	1.69672299e-03	31.19595559	0.94556208
     237	1.00000000e-04	1.69510551e-03	31.19886812	0.94554756
     238	1.00000000e-04	1.69631600e-03	31.17099460	0.94534219
     239	1.00000000e-04	1.69487701e-03	31.18735811	0.94567002
     240	1.00000000e-04	1.69598125e-03	31.08138052	0.94450500
     241	1.00000000e-04	1.69465329e-03	31.10854586	0.94500333
     242	1.00000000e-04	1.69421253e-03	31.06848814	0.94451895
     243	1.00000000e-04	1.69266845e-03	31.14915465	0.94500752
     244	1.00000000e-04	1.69416064e-03	31.17354391	0.94541135
     245	1.00000000e-04	1.69417563e-03	31.12065147	0.94532856
     246	1.00000000e-04	1.69304287e-03	31.15950539	0.94524321
     247	1.00000000e-04	1.69303140e-03	31.16590705	0.94549462
     248	1.00000000e-04	1.69206840e-03	31.16420109	0.94527198
     249	1.00000000e-04	1.69187251e-03	31.14581340	0.94525570
     250	1.00000000e-04	1.69196035e-03	31.11247759	0.94533771
     251	1.00000000e-04	1.69180772e-03	31.18331212	0.94539961
     252	1.00000000e-04	1.69245606e-03	31.16264598	0.94507120
     253	1.00000000e-04	1.69175157e-03	31.15732461	0.94576631
     254	1.00000000e-04	1.69099301e-03	31.10405867	0.94510407
     255	1.00000000e-04	1.69185188e-03	31.13156326	0.94521989
     256	1.00000000e-04	1.69068912e-03	31.18553078	0.94550215
     257	1.00000000e-04	1.69045988e-03	31.14154046	0.94487101
     258	1.00000000e-04	1.69057872e-03	31.17422784	0.94548165
     259	1.00000000e-04	1.68973194e-03	31.16713113	0.94544441
     260	1.00000000e-04	1.69027221e-03	31.14083616	0.94505813
     261	1.00000000e-04	1.69035275e-03	31.19694937	0.94589600
     262	1.00000000e-04	1.68922329e-03	31.18943595	0.94560239
     263	1.00000000e-04	1.68828192e-03	31.19545282	0.94559675
     264	1.00000000e-04	1.68887428e-03	31.13563858	0.94497052
     265	1.00000000e-04	1.68791548e-03	31.18954309	0.94555015
     266	1.00000000e-04	1.68852889e-03	31.13115849	0.94490908
     267	1.00000000e-04	1.68921591e-03	31.15058647	0.94527772
     268	1.00000000e-04	1.68910646e-03	31.15545835	0.94527783
     269	1.00000000e-04	1.68720388e-03	31.16816926	0.94531858
     270	1.00000000e-04	1.68669348e-03	31.08637249	0.94466993
     271	1.00000000e-04	1.68722581e-03	31.19278682	0.94574818
     272	1.00000000e-04	1.68843684e-03	31.16959349	0.94550744
     273	1.00000000e-04	1.68617011e-03	31.21239124	0.94563778
     274	1.00000000e-04	1.68667828e-03	31.09449810	0.94425229
     275	1.00000000e-04	1.68615747e-03	31.17910039	0.94561720
     276	1.00000000e-04	1.68617774e-03	31.16332006	0.94531153
     277	1.00000000e-04	1.68550417e-03	31.13162430	0.94533207
     278	1.00000000e-04	1.68535542e-03	31.09568728	0.94429811
     279	1.00000000e-04	1.68537740e-03	31.12305946	0.94577531
     280	1.00000000e-04	1.68467355e-03	31.18332917	0.94563752
     281	1.00000000e-04	1.68592590e-03	31.17162394	0.94555018
     282	1.00000000e-04	1.68427241e-03	31.14655557	0.94523357
     283	1.00000000e-04	1.68495825e-03	31.16961485	0.94539640
     284	1.00000000e-04	1.68335065e-03	31.15626149	0.94535130
     285	1.00000000e-04	1.68384599e-03	31.18918297	0.94540127
     286	1.00000000e-04	1.68495552e-03	31.15869580	0.94521951
     287	1.00000000e-04	1.68375628e-03	31.16394724	0.94509947
     288	1.00000000e-04	1.68310482e-03	31.16997789	0.94539055
     289	1.00000000e-04	1.68363516e-03	31.18426750	0.94565244
     290	1.00000000e-04	1.68320924e-03	31.12899426	0.94524024
     291	1.00000000e-04	1.68327487e-03	31.14382805	0.94563903
     292	1.00000000e-04	1.68273772e-03	31.17561802	0.94538918
     293	1.00000000e-04	1.68224649e-03	31.16679486	0.94532162
     294	1.00000000e-04	1.68258733e-03	31.17243134	0.94540356
     295	1.00000000e-04	1.68244006e-03	31.16266724	0.94513796
     296	1.00000000e-04	1.68146302e-03	31.16721547	0.94543761
     297	1.00000000e-04	1.68245461e-03	31.14837861	0.94557563
     298	1.00000000e-04	1.68165807e-03	31.14022110	0.94524520
     299	1.00000000e-04	1.68238797e-03	31.13184405	0.94481974
     300	1.00000000e-05	1.67009138e-03	31.18737858	0.94547777
     301	1.00000000e-05	1.66930591e-03	31.19072797	0.94546246
     302	1.00000000e-05	1.66913779e-03	31.19012537	0.94550573
     303	1.00000000e-05	1.66924552e-03	31.19064736	0.94554742
     304	1.00000000e-05	1.66905188e-03	31.18654235	0.94552046
     305	1.00000000e-05	1.66911576e-03	31.20549597	0.94567641
     306	1.00000000e-05	1.66904693e-03	31.19507854	0.94560131
     307	1.00000000e-05	1.66910005e-03	31.16621106	0.94523571
     308	1.00000000e-05	1.66900345e-03	31.19620341	0.94565567
     309	1.00000000e-05	1.66895785e-03	31.16965741	0.94539003
     310	1.00000000e-05	1.66885373e-03	31.17390004	0.94525683
     311	1.00000000e-05	1.66888381e-03	31.16707840	0.94518520
     312	1.00000000e-05	1.66886922e-03	31.17528417	0.94531123
     313	1.00000000e-05	1.66879078e-03	31.19312517	0.94556979
     314	1.00000000e-05	1.66874338e-03	31.19833487	0.94557273
     315	1.00000000e-05	1.66879790e-03	31.18817452	0.94552636
     316	1.00000000e-05	1.66871422e-03	31.19876742	0.94566139
     317	1.00000000e-05	1.66861507e-03	31.20520346	0.94567074
     318	1.00000000e-05	1.66847238e-03	31.19237154	0.94550727
     319	1.00000000e-05	1.66876188e-03	31.19267289	0.94563892
     320	1.00000000e-05	1.66867255e-03	31.18035971	0.94547501
     321	1.00000000e-05	1.66844076e-03	31.15230756	0.94520502
     322	1.00000000e-05	1.66867449e-03	31.19312463	0.94554705
     323	1.00000000e-05	1.66865408e-03	31.19267468	0.94550293
     324	1.00000000e-05	1.66827282e-03	31.17115685	0.94536088
     325	1.00000000e-05	1.66839539e-03	31.18553139	0.94550594
     326	1.00000000e-05	1.66807187e-03	31.17992898	0.94544576
     327	1.00000000e-05	1.66813296e-03	31.19319346	0.94569474
     328	1.00000000e-05	1.66813134e-03	31.20560599	0.94578398
     329	1.00000000e-05	1.66805973e-03	31.17177641	0.94541603
     330	1.00000000e-05	1.66814937e-03	31.19679656	0.94560388
     331	1.00000000e-05	1.66808497e-03	31.18767295	0.94551471
     332	1.00000000e-05	1.66800844e-03	31.20142866	0.94574141
     333	1.00000000e-05	1.66799062e-03	31.19129662	0.94554249
     334	1.00000000e-05	1.66804959e-03	31.18967450	0.94562136
     335	1.00000000e-05	1.66805696e-03	31.18284712	0.94548415
     336	1.00000000e-05	1.66778882e-03	31.19597948	0.94567719
     337	1.00000000e-05	1.66793785e-03	31.17598635	0.94544539
     338	1.00000000e-05	1.66785474e-03	31.15801764	0.94527036
     339	1.00000000e-05	1.66793954e-03	31.17464283	0.94543981
     340	1.00000000e-05	1.66790539e-03	31.18018652	0.94539401
     341	1.00000000e-05	1.66775833e-03	31.18828049	0.94550233
     342	1.00000000e-05	1.66765136e-03	31.17683409	0.94535390
     343	1.00000000e-05	1.66768341e-03	31.17629899	0.94536428
     344	1.00000000e-05	1.66767833e-03	31.18848163	0.94553174
     345	1.00000000e-05	1.66766585e-03	31.19071110	0.94542569
     346	1.00000000e-05	1.66758169e-03	31.17311193	0.94539686
     347	1.00000000e-05	1.66742526e-03	31.15956939	0.94528435
     348	1.00000000e-05	1.66754019e-03	31.18857343	0.94563646
     349	1.00000000e-05	1.66755451e-03	31.19336290	0.94557394
     350	1.00000000e-05	1.66733620e-03	31.17106635	0.94528297
     351	1.00000000e-05	1.66745336e-03	31.19670845	0.94567762
     352	1.00000000e-05	1.66723799e-03	31.18713421	0.94550547
     353	1.00000000e-05	1.66730089e-03	31.19088458	0.94552072
     354	1.00000000e-05	1.66748840e-03	31.17672794	0.94540158
     355	1.00000000e-05	1.66720813e-03	31.18994240	0.94557610
     356	1.00000000e-05	1.66727202e-03	31.18473981	0.94545815
     357	1.00000000e-05	1.66712225e-03	31.19279545	0.94561558
     358	1.00000000e-05	1.66707644e-03	31.18671070	0.94554084
     359	1.00000000e-05	1.66708831e-03	31.18244128	0.94551922
     360	1.00000000e-05	1.66724667e-03	31.18604101	0.94557772
     361	1.00000000e-05	1.66696662e-03	31.16424190	0.94547131
     362	1.00000000e-05	1.66710414e-03	31.17429721	0.94524453
     363	1.00000000e-05	1.66716230e-03	31.20065886	0.94561946
     364	1.00000000e-05	1.66701651e-03	31.16834737	0.94544226
     365	1.00000000e-05	1.66704462e-03	31.16599647	0.94537135
     366	1.00000000e-05	1.66689110e-03	31.18563047	0.94540574
     367	1.00000000e-05	1.66685921e-03	31.18355656	0.94547513
     368	1.00000000e-05	1.66679406e-03	31.18925548	0.94558773
     369	1.00000000e-05	1.66700662e-03	31.20034597	0.94572735
     370	1.00000000e-05	1.66686272e-03	31.18266264	0.94546075
     371	1.00000000e-05	1.66684218e-03	31.17824053	0.94542322
     372	1.00000000e-05	1.66665474e-03	31.18797030	0.94544782
     373	1.00000000e-05	1.66692843e-03	31.17404724	0.94524839
     374	1.00000000e-05	1.66659472e-03	31.19319772	0.94561045
     375	1.00000000e-05	1.66657633e-03	31.17668106	0.94537939
     376	1.00000000e-05	1.66662022e-03	31.19287517	0.94563701
     377	1.00000000e-05	1.66650993e-03	31.18784412	0.94552955
     378	1.00000000e-05	1.66650447e-03	31.16782525	0.94528607
     379	1.00000000e-05	1.66650934e-03	31.15819291	0.94528433
     380	1.00000000e-05	1.66647824e-03	31.17114451	0.94527907
     381	1.00000000e-05	1.66646205e-03	31.18502695	0.94563077
     382	1.00000000e-05	1.66637451e-03	31.18405594	0.94546298
     383	1.00000000e-05	1.66627535e-03	31.18805374	0.94551589
     384	1.00000000e-05	1.66622781e-03	31.18085818	0.94544060
     385	1.00000000e-05	1.66640820e-03	31.19540496	0.94564812
     386	1.00000000e-05	1.66638823e-03	31.17843453	0.94541970
     387	1.00000000e-05	1.66618705e-03	31.19759274	0.94562722
     388	1.00000000e-05	1.66612852e-03	31.16917283	0.94546854
     389	1.00000000e-05	1.66609961e-03	31.17956221	0.94544787
     390	1.00000000e-05	1.66605752e-03	31.18416769	0.94554427
     391	1.00000000e-05	1.66618143e-03	31.18531676	0.94543393
     392	1.00000000e-05	1.66616742e-03	31.17246218	0.94538608
     393	1.00000000e-05	1.66619901e-03	31.17040253	0.94525043
     394	1.00000000e-05	1.66599434e-03	31.19508379	0.94567170
     395	1.00000000e-05	1.66599471e-03	31.19250782	0.94551181
     396	1.00000000e-05	1.66592197e-03	31.20320087	0.94566250
     397	1.00000000e-05	1.66589500e-03	31.19596167	0.94557214
     398	1.00000000e-05	1.66597339e-03	31.17693603	0.94541808
     399	1.00000000e-05	1.66586271e-03	31.18843888	0.94546209
Best Epoch:273 with PSNR: 31.2124
